film_id;year;creator_id
903;1975;11036
903;1975;11468
903;1975;12095
904;1975;11206
904;1975;11257
904;1975;11785
904;1975;12098
905;1975;11106
905;1975;11899
905;1975;12065
906;1975;11272
906;1975;11903
906;1975;11970
907;1975;11010
907;1975;11509
907;1975;11839
908;1975;11242
908;1975;11785
908;1975;12079
909;1975;11369
909;1975;11509
909;1975;11839
910;1975;11157
910;1975;11852
910;1975;11970
910;1975;33004
911;1975;11509
911;1975;11839
911;1975;33005
912;1975;11438
912;1975;11852
912;1975;12073
912;1975;33001
913;1975;11371
913;1975;11831
913;1975;12157
914;1975;11330
914;1975;12044
914;1975;33003
915;1975;11150
915;1975;11200
915;1975;11870
915;1975;12070
916;1975;11371
916;1975;11832
916;1975;12157
917;1975;11143
917;1975;11174
917;1975;11294
917;1975;11852
917;1975;11970
918;1975;11831
918;1975;12070
918;1975;33002
918;1975;33005
919;1975;11150
919;1975;11200
919;1975;11870
919;1975;12079
920;1975;11131
920;1975;11143
920;1975;11174
920;1975;11356
921;1976;11088
921;1976;11357
921;1976;11450
921;1976;11870
922;1976;11368
922;1976;11405
922;1976;11450
923;1976;11092
923;1976;11500
923;1976;11916
923;1976;12070
924;1976;11356
924;1976;11448
924;1976;11473
924;1976;11852
925;1976;11058
925;1976;11077
925;1976;11509
925;1976;11903
926;1976;11174
926;1976;11238
926;1976;11294
926;1976;11852
926;1976;12079
927;1976;11106
927;1976;11899
927;1976;12065
928;1976;11046
928;1976;11282
928;1976;11831
928;1976;12142
929;1976;11229
929;1976;11899
929;1976;12079
930;1976;11121
930;1976;11916
930;1976;12070
931;1976;11206
931;1976;11356
931;1976;11368
931;1976;11770
932;1976;11441
932;1976;11839
932;1976;11970
933;1976;11356
933;1976;11426
933;1976;11506
933;1976;11852
934;1976;11272
934;1976;11903
934;1976;11970
935;1976;11177
935;1976;11330
935;1976;11831
935;1976;12044
936;1976;11082
936;1976;11409
936;1976;11435
936;1976;11761
936;1976;11773
936;1976;11903
936;1976;12031
936;1976;12073
936;1976;12103
936;1976;12123
937;1976;11010
937;1976;11509
937;1976;11839
304;1977;11131
304;1977;11151
304;1977;11356
304;1977;11770
364;1977;11099
364;1977;11438
364;1977;11916
364;1977;12024
938;1977;11058
938;1977;11077
938;1977;11903
938;1977;11970
939;1977;11388
939;1977;11852
939;1977;12005
940;1977;11456
940;1977;11842
940;1977;12123
941;1977;11264
941;1977;11870
941;1977;12021
942;1977;11421
942;1977;11811
942;1977;12098
943;1977;11010
943;1977;11263
943;1977;11517
943;1977;11903
943;1977;12161
944;1977;11206
944;1977;11620
944;1977;11796
944;1977;12079
945;1977;11074
945;1977;11119
945;1977;11818
945;1977;11975
945;1977;12002
945;1977;12079
946;1977;11082
946;1977;11409
946;1977;11795
946;1977;11970
946;1977;12123
947;1977;11290
947;1977;11369
947;1977;11509
947;1977;11839
948;1977;11150
948;1977;11200
948;1977;12146
950;1977;11184
950;1977;11371
950;1977;11831
950;1977;12157
951;1977;11356
951;1977;11387
951;1977;11509
951;1977;11839
953;1977;11126
953;1977;11870
953;1977;11981
953;1977;12157
954;1977;11133
954;1977;11439
954;1977;12070
955;1977;11121
955;1977;11916
955;1977;12070
956;1977;11100
956;1977;11293
956;1977;11899
956;1977;12065
957;1977;11015
957;1977;11238
957;1977;11294
957;1977;11852
957;1977;12079
958;1977;11010
958;1977;11509
958;1977;11852
959;1977;11147
959;1977;11356
959;1977;11437
959;1977;11507
959;1977;11916
960;1977;11006
960;1977;11022
960;1977;11216
960;1977;11870
960;1977;11970
961;1977;11094
961;1977;11869
961;1977;12035
962;1978;11055
962;1978;11450
962;1978;11870
963;1978;11174
963;1978;11193
963;1978;11770
963;1978;12079
964;1978;11157
964;1978;11494
964;1978;11852
964;1978;11970
965;1978;11010
965;1978;11852
965;1978;12005
966;1978;11288
966;1978;11435
966;1978;11509
966;1978;11903
967;1978;11213
967;1978;11377
967;1978;11841
967;1978;11890
967;1978;12005
968;1978;11516
968;1978;11916
968;1978;12070
969;1978;11046
969;1978;11216
969;1978;11506
969;1978;11831
969;1978;12064
970;1978;11206
970;1978;11620
970;1978;11796
970;1978;12079
971;1978;11174
971;1978;11423
971;1978;11916
971;1978;12024
972;1978;11090
972;1978;11839
972;1978;12071
973;1978;11235
973;1978;11319
973;1978;11320
973;1978;11832
973;1978;12012
974;1978;11317
974;1978;11357
974;1978;11870
974;1978;11900
974;1978;12070
975;1978;11056
975;1978;11794
975;1978;11827
975;1978;11948
975;1978;12137
976;1978;11126
976;1978;11717
976;1978;11839
976;1978;12137
977;1978;11174
977;1978;11193
977;1978;11770
977;1978;12079
978;1978;11229
978;1978;11916
978;1978;11970
979;1978;11459
979;1978;11870
979;1978;11994
979;1978;12005
980;1978;11238
980;1978;11294
980;1978;11852
980;1978;11970
981;1978;11069
981;1978;11426
981;1978;11841
981;1978;12059
982;1978;11356
982;1978;11448
982;1978;11473
982;1978;11852
983;1978;11208
983;1978;11260
983;1978;11876
985;1979;11140
985;1979;11506
985;1979;11876
985;1979;11970
986;1979;11071
986;1979;11199
986;1979;11918
986;1979;12021
987;1979;11223
987;1979;11409
987;1979;11488
987;1979;11862
987;1979;12123
988;1979;11405
988;1979;11770
988;1979;11970
988;1979;12146
989;1979;11060
989;1979;11852
989;1979;11960
989;1979;12073
990;1979;11330
990;1979;11369
990;1979;11506
990;1979;11839
990;1979;12044
991;1979;11369
991;1979;11506
991;1979;11839
991;1979;12146
992;1979;11082
992;1979;11409
992;1979;11811
992;1979;11970
992;1979;12123
993;1979;11441
993;1979;11839
993;1979;12005
994;1979;11022
994;1979;11242
994;1979;11509
994;1979;11785
995;1979;11505
995;1979;11758
995;1979;12091
996;1979;11263
996;1979;11772
996;1979;12097
997;1979;11010
997;1979;11852
997;1979;12005
998;1979;11196
998;1979;11208
998;1979;11796
999;1979;11015
999;1979;11146
999;1979;11200
999;1979;11224
999;1979;11313
999;1979;11824
999;1979;11857
999;1979;11866
999;1979;12116
999;1979;12123
1000;1979;11261
1000;1979;11905
1000;1979;12012
1001;1979;11088
1001;1979;11338
1001;1979;11356
1001;1979;11841
1002;1979;11204
1002;1979;11272
1002;1979;11509
1002;1979;11794
1002;1979;11948
1003;1979;11146
1003;1979;11204
1003;1979;11266
1003;1979;11852
1003;1979;12123
1004;1979;11190
1004;1979;11870
1004;1979;11959
1004;1979;12142
1005;1979;11229
1005;1979;11916
1005;1979;12095
1006;1979;11150
1006;1979;11200
1006;1979;11340
1006;1979;11862
1006;1979;12146
1007;1979;11122
1007;1979;11306
1007;1979;11684
1007;1979;11868
1008;1979;11150
1008;1979;11200
1008;1979;11862
1008;1979;12146
1009;1979;11294
1009;1979;11310
1009;1979;11342
1009;1979;11839
1009;1979;12005
1010;1979;11022
1010;1979;11143
1010;1979;11174
1010;1979;11356
1010;1979;11862
1011;1979;11206
1011;1979;11356
1011;1979;11368
1011;1979;11770
1012;1979;11106
1012;1979;11195
1012;1979;11359
1012;1979;11870
1012;1979;12073
1013;1979;11157
1013;1979;11251
1013;1979;11356
1013;1979;11798
1013;1979;11852
1014;1979;11424
1014;1979;11440
1014;1979;11528
1014;1979;11842
1014;1979;11878
1014;1979;11980
1014;1979;12116
1014;1979;12174
1015;1980;11005
1015;1980;11301
1015;1980;11841
1015;1980;12113
1016;1980;11435
1016;1980;11498
1016;1980;11918
1016;1980;12005
1017;1980;11447
1017;1980;11492
1017;1980;11876
1017;1980;12146
1018;1980;11263
1018;1980;11296
1018;1980;11355
1018;1980;11450
1018;1980;11870
1019;1980;11133
1019;1980;12098
1020;1980;11082
1020;1980;11409
1020;1980;12123
1021;1980;11121
1021;1980;11916
1021;1980;12070
1022;1980;11103
1022;1980;11288
1022;1980;11839
1022;1980;11970
1023;1980;11244
1023;1980;11410
1023;1980;11796
1023;1980;11799
1023;1980;12089
1024;1980;11206
1024;1980;11257
1024;1980;11796
1024;1980;12098
1025;1980;11238
1025;1980;11294
1025;1980;11356
1025;1980;11839
1026;1980;11034
1026;1980;11293
1026;1980;11899
1026;1980;12065
1027;1980;11036
1027;1980;11049
1027;1980;11842
1027;1980;12065
1028;1980;11010
1028;1980;11289
1028;1980;11852
1028;1980;12005
1029;1980;11456
1029;1980;11811
1029;1980;11980
1029;1980;12123
1030;1980;11203
1030;1980;11317
1030;1980;11357
1030;1980;11438
1030;1980;11870
1030;1980;11970
1031;1980;11123
1031;1980;11189
1031;1980;11216
1031;1980;11238
1031;1980;11356
1031;1980;11509
1031;1980;11839
1032;1981;11088
1032;1981;11823
1032;1981;12071
1033;1981;11174
1033;1981;11294
1033;1981;11811
1033;1981;12005
1034;1981;11230
1034;1981;11880
1034;1981;12072
1035;1981;11046
1035;1981;11282
1035;1981;11831
1035;1981;12079
1036;1981;11229
1036;1981;11916
1036;1981;12070
1037;1981;11206
1037;1981;11356
1037;1981;11368
1037;1981;11770
1038;1981;11157
1038;1981;11494
1038;1981;11852
1038;1981;12072
1039;1981;11206
1039;1981;11426
1039;1981;11862
1039;1981;12059
1040;1981;11022
1040;1981;11140
1040;1981;11876
1040;1981;11970
1041;1981;11069
1041;1981;11405
1041;1981;11567
1041;1981;11770
1041;1981;11970
1042;1981;11239
1042;1981;11450
1042;1981;11796
1043;1981;11122
1043;1981;11306
1043;1981;11684
1043;1981;11868
1044;1981;11377
1044;1981;11919
1044;1981;12005
1044;1981;12072
1045;1981;11242
1045;1981;11509
1045;1981;11852
1046;1981;11121
1046;1981;11916
1046;1981;12070
1047;1981;11356
1047;1981;11448
1047;1981;11473
1047;1981;11852
1048;1981;11094
1048;1981;11280
1048;1981;11842
1048;1981;12123
1049;1981;11045
1049;1981;11208
1049;1981;11330
1049;1981;11856
1050;1981;11015
1050;1981;11040
1050;1981;11144
1050;1981;11852
1050;1981;12073
1051;1981;11010
1051;1981;11870
1051;1981;12005
1052;1981;11233
1052;1981;11427
1052;1981;11899
1052;1981;12119
1053;1981;11124
1053;1981;11174
1053;1981;11193
1053;1981;11770
1053;1981;12079
1054;1981;11114
1054;1981;11774
1054;1981;12086
1055;1982;11093
1055;1982;11206
1055;1982;11862
1055;1982;11970
1055;1982;12123
1055;1982;12146
1056;1982;11034
1056;1982;11717
1056;1982;11876
1056;1982;12021
1057;1982;11006
1057;1982;11287
1057;1982;11356
1057;1982;11870
1058;1982;11125
1058;1982;11263
1058;1982;11903
1058;1982;12005
1059;1982;11131
1059;1982;11151
1059;1982;11394
1059;1982;11919
1059;1982;12072
1060;1982;11239
1060;1982;11970
1061;1982;11428
1061;1982;11483
1061;1982;11499
1061;1982;11899
1061;1982;12148
1062;1982;11294
1062;1982;11852
1062;1982;12072
1063;1982;11282
1063;1982;11510
1063;1982;11911
1063;1982;12097
1064;1982;11456
1064;1982;11811
1064;1982;11980
1064;1982;12123
1065;1982;11007
1065;1982;11264
1065;1982;11899
1065;1982;12070
1066;1982;11010
1066;1982;11870
1066;1982;12005
1067;1982;11356
1067;1982;11448
1067;1982;11473
1067;1982;11852
1068;1982;11435
1068;1982;11444
1068;1982;11747
1068;1982;12073
1069;1982;11071
1069;1982;11183
1069;1982;11869
1069;1982;12146
1070;1982;11087
1070;1982;11388
1070;1982;11890
1070;1982;11906
1070;1982;12005
1071;1982;11242
1071;1982;11852
1071;1982;12079
1072;1982;11290
1072;1982;11903
1072;1982;12001
1072;1982;12146
1073;1982;11082
1073;1982;11488
1073;1982;11862
1073;1982;12033
1073;1982;12123
1074;1983;11196
1074;1983;11258
1075;1983;11196
1075;1983;11208
1075;1983;11796
1076;1983;11196
1076;1983;11208
1076;1983;11796
1077;1983;11082
1077;1983;11409
1077;1983;11792
1077;1983;12123
1077;1983;12128
1078;1983;11206
1078;1983;11368
1078;1983;11599
1078;1983;11770
1078;1983;12079
1079;1983;11237
1079;1983;11495
1079;1983;11878
1079;1983;12116
1080;1983;11294
1080;1983;11481
1080;1983;11880
1080;1983;12072
1081;1983;11501
1081;1983;11823
1081;1983;12103
1082;1983;11272
1082;1983;11309
1082;1983;11919
1083;1983;11121
1083;1983;11916
1083;1983;12070
1084;1983;11371
1084;1983;11498
1084;1983;11862
1084;1983;12157
1085;1983;11293
1085;1983;11364
1085;1983;11899
1085;1983;12119
1086;1983;11150
1086;1983;11200
1086;1983;11340
1086;1983;11868
1086;1983;12146
1087;1983;11143
1087;1983;11426
1087;1983;11862
1088;1983;11036
1088;1983;11049
1088;1983;11842
1088;1983;12062
1089;1983;11088
1089;1983;11309
1089;1983;11338
1089;1983;11842
1090;1983;11206
1090;1983;11620
1090;1983;11796
1090;1983;11970
1091;1983;11446
1091;1983;11916
1091;1983;12105
1092;1983;11229
1092;1983;11916
1092;1983;12024
1093;1983;11010
1093;1983;11870
1093;1983;12005
1094;1983;11040
1094;1983;11146
1094;1983;11205
1094;1983;11852
1094;1983;12123
1095;1983;11291
1095;1983;12040
1096;1983;11161
1096;1983;11877
1096;1983;12055
1097;1984;11300
1097;1984;11330
1097;1984;11857
1097;1984;12015
1097;1984;12064
1098;1984;11143
1098;1984;11862
1098;1984;12116
1099;1984;11492
1099;1984;11684
1099;1984;11849
1099;1984;12086
1100;1984;11274
1100;1984;11416
1100;1984;11876
1100;1984;12009
1101;1984;11028
1101;1984;11032
1101;1984;11225
1101;1984;11309
1101;1984;11436
1101;1984;11468
1101;1984;11857
1101;1984;12005
1101;1984;12040
1101;1984;12057
1101;1984;12079
1101;1984;12105
1101;1984;12146
1102;1984;11061
1102;1984;11263
1102;1984;11798
1102;1984;11918
1102;1984;12005
1102;1984;12093
1103;1984;11230
1103;1984;11479
1103;1984;11880
1103;1984;12072
1104;1984;11438
1104;1984;11823
1104;1984;12182
1105;1984;11208
1105;1984;11456
1105;1984;11811
1105;1984;12055
1105;1984;12123
1106;1984;11069
1106;1984;11405
1106;1984;11567
1106;1984;11770
1106;1984;11970
1107;1984;11006
1107;1984;11198
1107;1984;11406
1107;1984;11916
1107;1984;12079
1108;1984;11206
1108;1984;11257
1108;1984;11356
1108;1984;11796
1109;1984;11159
1109;1984;11323
1109;1984;11890
1109;1984;12116
1110;1984;11208
1110;1984;11260
1110;1984;11876
1111;1984;11229
1111;1984;11916
1111;1984;12024
1112;1984;11150
1112;1984;11200
1112;1984;11340
1112;1984;11842
1112;1984;12146
1113;1984;11993
1114;1984;11264
1114;1984;11817
1114;1984;12071
1115;1985;11282
1115;1985;11356
1115;1985;11448
1115;1985;11886
1116;1985;11208
1116;1985;11468
1117;1985;11272
1117;1985;11919
1117;1985;12114
1118;1985;11034
1118;1985;11916
1118;1985;12013
1118;1985;12070
1119;1985;11356
1119;1985;11376
1119;1985;11507
1119;1985;11868
1119;1985;12058
1120;1985;11107
1120;1985;11143
1120;1985;11426
1120;1985;11842
1121;1985;11275
1121;1985;11313
1121;1985;11878
1121;1985;12013
1122;1985;11010
1122;1985;11870
1122;1985;12005
1123;1985;11238
1123;1985;11501
1123;1985;11823
1123;1985;12103
1124;1985;11097
1124;1985;11140
1124;1985;11876
1124;1985;12040
1125;1985;11427
1125;1985;11428
1125;1985;11899
1125;1985;12148
1126;1985;11133
1126;1985;11450
1126;1985;11887
1126;1985;12086
1127;1985;11242
1127;1985;11852
1127;1985;12079
1128;1985;11071
1128;1985;11183
1128;1985;11867
1128;1985;12005
1129;1985;11022
1129;1985;11208
1129;1985;11857
1130;1985;11365
1130;1985;11447
1130;1985;11919
1130;1985;12146
1131;1985;11093
1131;1985;11206
1131;1985;11862
1131;1985;12123
1131;1985;12146
1132;1985;11019
1132;1985;11717
1132;1985;11911
1132;1985;12021
1133;1985;11272
1133;1985;12114
1134;1986;11371
1134;1986;11862
1134;1986;12157
1135;1986;11010
1135;1986;11870
1135;1986;12005
1136;1986;11356
1136;1986;11368
1136;1986;11498
1136;1986;11770
1137;1986;11042
1137;1986;11446
1137;1986;11899
1137;1986;12105
1138;1986;11381
1138;1986;11438
1138;1986;11808
1138;1986;12182
1139;1986;11165
1139;1986;11488
1139;1986;11857
1139;1986;12073
1140;1986;11093
1140;1986;11206
1140;1986;11376
1140;1986;11862
1140;1986;12123
1141;1986;11077
1141;1986;11324
1141;1986;11876
1141;1986;11970
1142;1986;11131
1142;1986;11151
1142;1986;11356
1142;1986;11919
1143;1986;11040
1143;1986;11852
1143;1986;12123
1144;1986;11272
1144;1986;11279
1144;1986;11919
1144;1986;12114
1145;1986;11006
1145;1986;11022
1145;1986;11356
1145;1986;11870
1146;1986;11159
1146;1986;11323
1146;1986;11890
1146;1986;12116
1147;1986;11174
1147;1986;11193
1147;1986;11770
1147;1986;12079
1148;1986;11146
1148;1986;11266
1148;1986;11852
1148;1986;11880
1148;1986;12123
1149;1986;11231
1149;1986;11456
1149;1986;11650
1149;1986;11811
1149;1986;12104
1150;1986;11037
1150;1986;11331
1150;1986;11424
1150;1986;11570
1150;1986;11845
1150;1986;11980
1151;1987;11403
1151;1987;11886
1151;1987;12040
1152;1987;11039
1152;1987;11388
1152;1987;11890
1152;1987;12005
1153;1987;11242
1153;1987;11852
1153;1987;12079
1154;1987;11239
1154;1987;11796
1154;1987;12013
1155;1987;11017
1155;1987;11157
1155;1987;11247
1155;1987;11277
1155;1987;11650
1155;1987;11654
1155;1987;11754
1155;1987;11823
1155;1987;12079
1156;1987;11468
1157;1987;11294
1157;1987;11333
1157;1987;11852
1157;1987;12072
1158;1987;11262
1158;1987;11415
1158;1987;11916
1158;1987;11941
1158;1987;11969
1158;1987;12013
1158;1987;12119
1158;1987;12126
1159;1987;11022
1159;1987;11155
1159;1987;11285
1159;1987;11442
1159;1987;11443
1159;1987;11840
1159;1987;12031
1160;1987;11045
1160;1987;11330
1160;1987;11857
1160;1987;12070
1161;1987;11059
1161;1987;11071
1161;1987;11886
1161;1987;12005
1162;1987;11097
1162;1987;11140
1162;1987;11647
1162;1987;11708
1162;1987;11876
1162;1987;12040
1163;1987;11055
1163;1987;11450
1163;1987;11923
1163;1987;12086
1164;1987;11201
1164;1987;11263
1164;1987;11903
1164;1987;12161
1165;1987;11229
1165;1987;11916
1165;1987;12157
1166;1987;11309
1166;1987;11464
1166;1987;11468
184;1988;11260
184;1988;11876
184;1988;12058
1167;1988;11082
1167;1988;11241
1167;1988;11409
1167;1988;11468
1167;1988;11862
1167;1988;11930
1167;1988;12031
1168;1988;11143
1168;1988;11862
1169;1988;11515
1169;1988;11809
1170;1988;11022
1170;1988;11208
1170;1988;11857
1171;1988;11091
1171;1988;11576
1171;1988;11890
1171;1988;12116
1172;1988;11069
1172;1988;11405
1172;1988;11770
1172;1988;11970
1173;1988;11159
1173;1988;11323
1173;1988;11890
1173;1988;12116
1174;1988;11206
1174;1988;11368
1174;1988;11770
1174;1988;12148
1175;1988;11174
1175;1988;11193
1175;1988;11770
1175;1988;12079
1176;1988;11438
1176;1988;11808
1176;1988;12146
1177;1988;11208
1177;1988;11468
1178;1988;11136
1178;1988;11282
1178;1988;11356
1178;1988;11448
1178;1988;11754
1178;1988;12146
1179;1988;11107
1179;1988;11143
1179;1988;11426
1179;1988;11842
1180;1988;11018
1180;1988;11417
1180;1988;11799
1180;1988;12070
1181;1988;11294
1181;1988;11333
1181;1988;11560
1181;1988;11766
1181;1988;11852
1181;1988;12072
1181;1988;12175
1182;1988;11220
1182;1988;11329
1182;1988;11491
1182;1988;11501
1182;1988;11859
1183;1988;11476
1183;1988;11796
1183;1988;12123
1184;1988;11386
1184;1988;11414
1184;1988;11840
1184;1988;12072
1185;1988;11010
1185;1988;11870
1185;1988;12005
1186;1988;11131
1186;1988;11356
1186;1988;11919
1188;1988;11006
1188;1988;11899
1188;1988;12146
1189;1989;11080
1189;1989;11167
1189;1989;11939
1190;1989;11089
1190;1989;11220
1190;1989;11393
1190;1989;11846
1190;1989;11868
1190;1989;11886
1190;1989;12104
1191;1989;11067
1191;1989;11916
1191;1989;12114
1192;1989;11424
1192;1989;11845
1192;1989;11980
1193;1989;11206
1193;1989;11620
1193;1989;11796
1193;1989;12148
1194;1989;11208
1194;1989;11468
